video_id,author,text,text_clean,sentimen,aspek,like_count,published_at
0BRFlBVWH3c,@WawanKurniawan-u6k,Ganti presiden malah tambah parah indonesia...jokowi dan prabowo sama sama penjahat di negri sendiri....,ganti presiden malah tambah buruk indonesia mantan presiden jokowi presiden prabowo sama sama jahat negri sendiri,negatif,program,0,2026-04-15T21:04:22Z
0BRFlBVWH3c,@putrahastinapura4248,Mbg ttp lanjut.... Kau bisa apa,makan gizi gratis ttp lanjut kau apa,positif,kualitas_makanan,0,2026-04-15T01:46:03Z
0BRFlBVWH3c,@harryapujasman,Dan semua aksi yg terjadi ini tdk di gubris sama sekali oleh pemerintah😢😢😢,semua aksi jadi tidak gubris sama sekali perintah,negatif,umum,0,2026-04-14T13:27:59Z
0BRFlBVWH3c,@ariestps9715,program MBG perlu kebijaksanaan yg ARIF BIJAKSANA dg mensejahterakan dg cara menambah GAJI GURU HONORER....!!!!  JANGAN OMON OMON berfikir MAJU DG PROGRAM MBG tetapi GURUNYA JAUH DARI LAYAK !!!  OMON OMON THOK....,program makan gizi gratis perlu bijaksana arif bijaksana sejahtera cara tambah gaji guru honorer jangan omon omon berfikir maju program makan gizi gratis guru jauh layak omon omon thok,positif,kualitas_makanan,0,2026-04-14T11:54:53Z
0BRFlBVWH3c,@Naufalghifari24,"""Tinggal tunggu waktu aja"" 

Kata kata yang pas buat keadaan ini . Jika seperti ini terus , maka percayalah Indonesia hanyalah tinggal kenangan , dan pecah menjadi berkeping keping seperti hal nya Uni Soviet",tinggal tunggu waktu kata kata pas ada terus percaya indonesia hanya tinggal kenang pecah jadi keping keping nya uni soviet,positif,umum,2,2026-04-14T10:18:33Z
0BRFlBVWH3c,@heedme6023,Asli gw sampe benci negara gw gara2 Pemerintahannya kaya anjing gini yaak,sungguh sampe benci negara gara perintah kaya begini yaak,negatif,umum,0,2026-04-13T16:31:28Z
0BRFlBVWH3c,@michaels7943,"jangan terlalu banyak uang waktu, jangan menunggu terlalu lama dan jangan cuma jadi penonton, suarakan nuranimu ke Kantor DPR pusat. rapatkan barisan salurkan aspirasi rakyat yang sesungguhnya. Rezim tidak bisa kerja, ngeyel dan selalu blunder kasi tumbang lewat konstitusi,.. jika konstitusi putar balek ulur - ulur waktu kipas mereka. makin lama uang Rakyat di sedot oleh program² pemborosan anggaran. ingat jangan cuma jadi penonton",jangan terlalu banyak uang waktu jangan tunggu terlalu lama jangan jadi tonton suara nurani kantor dpr pusat rapat baris salur aspirasi rakyat sungguh rezim tidak kerja ngeyel selalu blunder kasi tumbang lewat konstitusi konstitusi putar balek ulur ulur waktu kipas makin lama uang rakyat sedot program boros anggar ingat jangan jadi tonton,negatif,anggaran,0,2026-04-13T13:43:22Z
0BRFlBVWH3c,@infomenarik1352,"Semoga ada Film tentang Kesadaran Masyarakat dalam berpolitik, apalagi mendekati Pemilu masyarakat sering lupa tentang pengalaman yang sudah dilewati.",moga film sadar masyarakat politik dekat milu masyarakat sering lupa alam lewat,netral,umum,0,2026-04-13T10:13:55Z
0BRFlBVWH3c,@Marsitoh-t5x,Guru TK honornya sehari ga sampe 10rb loh... Gimana atuh ini Pa Prabowo?,guru tk honor hari tidak sampe rb loh bagaimana atuh pa presiden prabowo,negatif,guru_sekolah,0,2026-04-13T04:03:51Z
0BRFlBVWH3c,@DeniIswahyudi-o2n,Pemerintah berdosa audit to Prabowo DA salah ngk sadar lo,perintah dosa audit to presiden prabowo da salah ngk sadar kamu,negatif,program,0,2026-04-12T06:55:21Z
0BRFlBVWH3c,@rahadeafirdaus1856,"Yang sabar ia guru, pendidik, penghasil orang2 yg berfikir, presiden kita memang bodo lebih memprioritaskan yg jadinya Tai",sabar guru didik hasil orang berfikir presiden memang bodo lebih prioritas jadi tai,netral,program,1,2026-04-12T04:51:21Z
0BRFlBVWH3c,@Subhancooltricks,semoga tim 02 dapet hidayah :(,moga tim dapet hidayah,netral,umum,1,2026-04-11T08:04:10Z
0BRFlBVWH3c,@SYIFAFAUZIAHSYIFAFAUZIAH,Sedih banget 😢😢😢,sedih sangat,negatif,umum,0,2026-04-11T07:15:44Z
0BRFlBVWH3c,@muhamadmasrurirsyadi3154,uang sekolah ? bukannya masih ada BOS di tiap sekolah se Indonesia,uang sekolah bukan bos tiap sekolah se indonesia,netral,anggaran,0,2026-04-10T03:53:36Z
0BRFlBVWH3c,@SyofianSH,"Sampe kiamat pun para pejabat rakus, para perampok uang rakyat tdk akan rela kalo dana mbg dibagi bagi ke rakyat, para pejabat jadi gak dapat cuan, dong",sampe kiamat jabat rakus rampok uang rakyat tidak rela kalau dana makan gizi gratis bagi rakyat jabat jadi tidak cuan,negatif,anggaran,0,2026-04-10T00:52:44Z
0BRFlBVWH3c,@danuwibowo1447,"tidak ada yang lebih penting daripada kesehatan dan pendidikan. semua harus pintar, semua harus sehat dan tetap hidup untuk indonesia. urusan perut bisa di cari tapi kelayakan kesehatan dan pendidikan harus jadi program prioritas",tidak lebih penting sehat didik semua pintar semua sehat tetap hidup indonesia urus perut cari layak sehat didik jadi program prioritas,positif,kualitas_makanan,0,2026-04-09T16:53:07Z
0BRFlBVWH3c,@Astreani123,Masaallah apa yg menjadikan keracunan,masaallah apa jadi racun,netral,umum,0,2026-04-09T13:25:25Z
0BRFlBVWH3c,@imroatulchasanah295,sungguh sangat tidak terima dana pendidikan di ambil 67%,sungguh sangat tidak terima dana didik ambil,negatif,anggaran,0,2026-04-09T11:29:54Z
0BRFlBVWH3c,@kamils05,"lu bayangin dah nanti 2029 petugas sppg disuruh nyoblos siapa,?? bayangin aja dulu bayangin resapi wkwk",kamu bayangin tugas sppg suruh nyoblos siapa bayangin dulu bayangin resap,netral,umum,0,2026-04-09T11:26:10Z
0BRFlBVWH3c,@kamils05,"lu bayangin dah nanti 2029 petugas sppg disuruh nyoblos siapa,?? bayangin aja dulu bayangin resapi wkwk",kamu bayangin tugas sppg suruh nyoblos siapa bayangin dulu bayangin resap,netral,umum,0,2026-04-09T11:21:43Z
0BRFlBVWH3c,@kamils05,"ujung2nya rakyat yang bantu guru ,peran pemerintah ga ada sama sekali",ujung rakyat bantu guru peran perintah tidak sama sekali,negatif,guru_sekolah,0,2026-04-09T05:42:10Z
0BRFlBVWH3c,@blackberets6191,miris lihat guru honorer di pedalaman... pemilu mendatang coblos lg antek2 kampret ini...,miris lihat guru honorer dalam milu datang coblos lg antek kampret,negatif,guru_sekolah,0,2026-04-08T11:04:02Z
0BRFlBVWH3c,@artemis9853,"kemiskinan dan kebodohan adalah komoditas penting yg dipelihara Rezim, karena mudah dan murah untuk dimanfaatkan & dimanipulasi ♥️",miskin bodoh komoditas penting pelihara rezim mudah murah manfaat manipulasi,netral,umum,0,2026-04-08T05:49:17Z
0BRFlBVWH3c,@davidanggriawan3764,"""Menyambut Indonesia emas 2045"", nyesek dengar kata bapak guru ""murid2 nya sudah jadi orang lebih baik, saya gini2 saja""",sambut indonesia emas nyesek dengar kata bapak guru murid nya jadi orang lebih baik begini,positif,guru_sekolah,0,2026-04-08T04:01:00Z
0BRFlBVWH3c,@AnikKuswati-h4y,Mending uang nya diberikanke guru2 yg berjasa untuk putra putri Indonesia 😢,lebih baik uang nya diberikanke guru jasa putra putri indonesia,positif,anggaran,3,2026-04-08T01:54:11Z
0BRFlBVWH3c,@muhammadargabzi6266,"99,99% ? gagalnya kan?",gagal kan,negatif,program,2,2026-04-07T14:14:54Z
0BRFlBVWH3c,@rekajulianto5375,"Miris, 80tahun lebih merdeka kehidupan rakyat tidak jauh berbeda dengan era kolonial, bukan hanya di pelosok negri bahkan di kota metropolitan pun masih ada, yang kata nya memiliki sumber daya alam yg melimpah, nyata nya pemasukan negara kurang lebih 80% dari pajak rakyat, dan itu pun tidak pergunakan dengan sebaik mungkin.",miris tahun lebih merdeka hidup rakyat tidak jauh beda era kolonial bukan pelosok negri bahkan kota metropolitan kata nya milik sumber daya alam limpah nyata nya pasu negara kurang lebih pajak rakyat tidak guna baik mungkin,negatif,umum,1,2026-04-07T11:15:24Z
0BRFlBVWH3c,@subardisubardi7743,Buang2 uang tak manfaat maksimal,buang uang tak manfaat maksimal,positif,anggaran,1,2026-04-07T07:19:49Z
0BRFlBVWH3c,@subardisubardi7743,"Cabut aja MBG Itu, sebb itu tak tepat sasaran bahkan membuat kemiskinan negara",cabut makan gizi gratis sebb tak tepat sasar bahkan buat miskin negara,positif,kualitas_makanan,0,2026-04-07T07:19:13Z
0BRFlBVWH3c,@CAKMANTO428,Kagak usah menyesal siapa suruh pilih Prabowo...kalau tahun 2029 Prabowo jadi lagi sungguh terwelu...😂😂,kagak usah sesal siapa suruh pilih presiden prabowo kalau tahun presiden prabowo jadi sungguh terwelu,netral,program,0,2026-04-07T04:38:57Z
0BRFlBVWH3c,@kateende4852,islam islam kok nasibnya begini kalian,islam islam kok nasib begini kalian,netral,umum,0,2026-04-07T02:23:13Z
0BRFlBVWH3c,@HakimMunir-kk7kq,nagis gw dari video awal sampai akhir ya allah lindungilah rakyat indonesia,nagis video awal akhir allah lindung rakyat indonesia,netral,umum,0,2026-04-06T03:37:49Z
0BRFlBVWH3c,@wid6500,"MBG udah cuann dari selisih harga makanan masih juga potong 5ribu dari anggaran 15ribu/siswa, masih juga disubsidi insentif 6juta perhari 

pengusaha MBG bikin dapur keluar biaya 2milyar sampe 4milyar nah uang segitu kalau di Depositokan paling banyak dapet 120juta sampe 240juta setahun

 bandingkan dengan pemerintah kasih insentif 6juta perhari kalau dalam setahun operasional 300hari saja udah 1,8 milyar pertahun 

artinya Negara disuruh bayar/nyewa Dapur mereka 1,8 milyar/tahun

Ngakalin duit APBN jangan terlalu PUULGAR lah😅😅",makan gizi gratis cuann selisih harga makan potong ribu anggar ribu siswa subsidi insentif juta hari usaha makan gizi gratis bikin dapur keluar biaya milyar sampe milyar nah uang segitu kalau deposito paling banyak dapet juta sampe juta tahun banding perintah kasih insentif juta hari kalau tahun operasional hari milyar tahun arti negara suruh bayar nyewa dapur milyar tahun ngakalin duit apbn jangan terlalu puulgar,positif,anggaran,0,2026-04-06T01:45:20Z
0BRFlBVWH3c,@Reneo.gaming,"ini pejabat haha hihi yang pada korup ngelihat ini, apa ya yang ada dikepala mereka??",jabat hihi korup ngelihat apa kepala,netral,umum,0,2026-04-05T11:37:10Z
0BRFlBVWH3c,@adityaaffandi2563,"Buat yang nonton vidio ayok saling double cek informasi. Karna ada beberapa hal yang memang bertentangan dengan apa yang ada jadi bijaklah dalam menonton vidio. Memang banyak hal benar tp ada beberapa hal pula yang tidak benar. Pintar""lah dalam bersosial media",nonton vidio ayok saling double cek informasi beberapa memang tentang apa jadi bijak tonton vidio memang banyak benar beberapa tidak benar pintar sosial media,negatif,umum,0,2026-04-04T17:28:49Z
0BRFlBVWH3c,@bpkademntepsiksesselalumas8893,"Mndingan, sekolah, di, gratoskn, sekolah, smpey, kuliah, setara, nanti, klo, mau, jadi, pra, pjabat, tnggi, tinggl, nerusin, masing2, cita2nya,",mndingan sekolah gratoskn sekolah smpey kuliah tara kalau mau jadi pra pjabat tnggi tinggl nerusin masing cita,netral,guru_sekolah,0,2026-04-04T13:36:04Z
0BRFlBVWH3c,@bpkademntepsiksesselalumas8893,"Klo, mnurut, aku, orangbodo, mning, di, tutup, jngn, ada, mbg, itu, hnya, mngintungkn, pengisaha, bdar, pbrik, dn, sbgei, nya",kalau mnurut aku orangbodo mning tutup jngn makan gizi gratis hnya mngintungkn pengisaha bdar pbrik dn sbgei nya,netral,kualitas_makanan,0,2026-04-04T13:31:28Z
0BRFlBVWH3c,@tienharyuni7125,"Mmg MBG hanya menguntungkan orang orang kaya dan pejabat pejabat, sadarlah pemerintah jangan menambah rakyat semakin menderita dng program MBG. Rakyatmenjerit , penderitaan rakyat yg miskin semakin miskin yg kaya makin subur dan gendut gendut, jangan dzolimi rakyat wahai para pejabat, koropsi makin merajalela, sadarlah pemerintah sebelum Allah murka.",memang makan gizi gratis untung orang orang kaya jabat jabat sadar perintah jangan tambah rakyat makin derita dng program makan gizi gratis rakyatmenjerit derita rakyat miskin makin miskin kaya makin subur gendut gendut jangan dzolimi rakyat wahai jabat koropsi makin rajalela sadar perintah allah murka,positif,kualitas_makanan,0,2026-04-04T08:20:38Z
0BRFlBVWH3c,@havidbisri785,mirisnya negara tercinta ini orang yang berguna atau berperan dalam pendidikan atau yg lainnya tidak diapresiasi dengan layak tapi bagi orang yang peranya dipertanyakan fungsinya dipertanyakan bahkan bisa dikatakan gk berguna bagi negara malah sangat diapresiasi,miris negara cinta orang guna peran didik lain tidak apresiasi layak orang pera tanya fungsi tanya bahkan kata tidak guna negara malah sangat apresiasi,negatif,umum,0,2026-04-02T15:13:28Z
0BRFlBVWH3c,@detektifhildi4569,Bagus bgt berita nya mencerdaskan bangsa,bagus sangat berita nya cerdas bangsa,positif,umum,1,2026-04-02T13:22:33Z
0BRFlBVWH3c,@doadoi893,"Negara besaaaar kaya raya tetapi managemennya amburadul . . . Yang kaya makin kaya, yang miskin semakin miskin . Hutang menggunung , tidak bakalan lunas selama ratusan tahun . . . . kooocloook koclok !!!",negara besaar kaya raya managemennya amburadul kaya makin kaya miskin makin miskin hutang gunung tidak bakal lunas lama ratus tahun kooclook koclok,negatif,umum,1,2026-04-01T13:06:40Z
0BRFlBVWH3c,@ihdayuliastuti9686,Apa yang mau dicapai dari MBG??? Jelas pembodohan rakyat!!! Biar gampang di raup suaranya di pemilu. Bener2 Indonesia cemas,apa mau capai makan gizi gratis jelas bodoh rakyat biar gampang raup suara milu benar indonesia cemas,positif,kualitas_makanan,0,2026-03-31T23:29:17Z
0BRFlBVWH3c,@ihdayuliastuti9686,Semua keruwetan rakyat berawal dari MBG. Hentikan!!!,semua ruwet rakyat awal makan gizi gratis henti,positif,kualitas_makanan,1,2026-03-31T23:22:57Z
0BRFlBVWH3c,@02_adityasindung,"Mari kita viralkan teman""",viralkan teman,netral,umum,0,2026-03-30T23:46:39Z
0BRFlBVWH3c,@02_adityasindung,"Mirisnya negeriku ini 😭 , Ya Allah lapangkan lah rezeki para guru di Indonesia ini dan sejahtera kan lah mereka 🙏🙏",miris negeri allah lapang rezeki guru indonesia sejahtera kan,positif,guru_sekolah,0,2026-03-30T23:45:51Z
0BRFlBVWH3c,@Xhunter-s8u,"Salah satu melawan balik pemerintah bukan dengan cara demo tapi STOP BAYAR PAJAK,auto pusing itu pemerintah",salah satu lawan balik perintah bukan cara demo stop bayar pajak auto pusing perintah,negatif,anggaran,0,2026-03-30T12:52:28Z
0BRFlBVWH3c,@barakbarak2584,"Bagus tutup aja MBG pak Prabowo,ngenakan kantong pejabat2yg rakus,bagi aja uangnya perkepala keluarga biar masyarakat merasa kan manpaad nya",bagus tutup makan gizi gratis pak presiden prabowo ngenakan kantong pejabatyg rakus uang kepala keluarga biar masyarakat rasa kan manpaad nya,positif,kualitas_makanan,0,2026-03-30T11:59:07Z
0BRFlBVWH3c,@kidslogic_corner,"gw nangis sesugukan ampe gemeter tangan pas denger gaji honorer 100rb.. bukan soal mbg nya , mbg kalo di terapin baik sih sangat bagus. tapi ini soal guru2 yang mengajar tidak berbanding lurus dengan mbg nya   sendirii",nang sesugukan ampe gemeter tangan pas denger gaji honorer rb bukan soal makan gizi gratis nya makan gizi gratis kalau terapin baik sangat bagus soal guru ajar tidak banding lurus makan gizi gratis nya sendiri,positif,kualitas_makanan,0,2026-03-30T11:46:33Z
0BRFlBVWH3c,@AbcdAbcd-qf2zf,"kampanye dgn gaya gemoy. aslinya pengracun anak, pembungkam suara anak muda, penggundul hutan untuk sawit dll",kampanye gaya gemoy asli racun anak bungkam suara anak muda gundul hutan sawit,netral,guru_sekolah,0,2026-03-30T11:21:05Z
0BRFlBVWH3c,@fikrisyabanizain8590,"tega
😭",tega,netral,umum,0,2026-03-30T04:12:05Z
0BRFlBVWH3c,@DaiLo_888,"Celakalah si wowo dan kroni2 nya, 7 turunan akan di hantui penderitaan rakyat !",celaka si prabowo kroni nya turun hantu derita rakyat,netral,umum,1,2026-03-30T03:17:59Z
0BRFlBVWH3c,@oliverp-k3i,"Istilah ""tak ada makan siang gratis"" merujuk pada beban pajak dan utang yang akhirnya akan ditanggung rakyat untuk membiayai program mercusuar yang sangat mahal ini.",istilah tak makan siang gratis rujuk beban pajak utang akhir tanggung rakyat biaya program mercusuar sangat mahal,positif,anggaran,0,2026-03-29T12:15:29Z
0BRFlBVWH3c,@Real_Alicip,"Program MBG adalah investasi strategis sumber daya manusia yang bertujuan memutus rantai kemiskinan dan stunting, sehingga manfaat jangka panjangnya jauh melampaui biaya anggaran yang dikeluarkan",program makan gizi gratis investasi strategis sumber daya manusia tuju putus rantai miskin stunting manfaat jangka panjang jauh lampau biaya anggar keluar,positif,kualitas_makanan,0,2026-03-29T12:15:18Z
0BRFlBVWH3c,@ridhorianto5522,Menyala abangkoe,nyala abangkoe,netral,umum,0,2026-03-29T12:07:54Z
0BRFlBVWH3c,@ridhorianto5522,Menyala Bosque,nyala bosque,netral,umum,0,2026-03-29T11:44:26Z
0BRFlBVWH3c,@lukmanramdani6598,HOAX ini mah.... terlalu LEBAY.... mau makar ya...😂😂😂,hoax mah terlalu lebay mau makar,netral,umum,0,2026-03-29T11:38:35Z
0BRFlBVWH3c,@KohAlung-j6b,"Pemerintah pasti terus melakukan evaluasi agar pelaksanaannya makin tepat sasaran, transparan, dan tetap menjaga keseimbangan anggaran serta kesejahteraan masyarakat.",perintah terus laku evaluasi laksana makin tepat sasar transparan tetap jaga imbang anggar sejahtera masyarakat,positif,umum,0,2026-03-29T11:08:13Z
0BRFlBVWH3c,@user-xk2vv2mw3l,yang terdampak semoga cepet pulih. semoga kedepannya tidak terulang kembali,dampak moga cepet pulih moga depan tidak ulang,negatif,umum,0,2026-03-29T10:50:34Z
0BRFlBVWH3c,@Rian12324,Ati2 dek nanti kena siram,ati dek kena siram,netral,umum,0,2026-03-29T09:54:00Z
0BRFlBVWH3c,@AriefRahman0727,program MBG merata untuk meningkatkan gizi masyarakat,program makan gizi gratis rata tingkat gizi masyarakat,positif,kualitas_makanan,0,2026-03-29T09:49:55Z
0BRFlBVWH3c,@anto_1942,MBG juga sangat diperlukan untuk pemenuhan gizi anak usia sekolah,makan gizi gratis sangat perlu penuh gizi anak usia sekolah,positif,kualitas_makanan,0,2026-03-29T09:32:48Z
0BRFlBVWH3c,@InfoAsatu1,mbg terus melakukan perbaikan dan evaluasi,makan gizi gratis terus laku baik evaluasi,positif,kualitas_makanan,0,2026-03-29T09:03:29Z
0BRFlBVWH3c,@falendian1516,Program MBG untuk bantu anak makan bergizi,program makan gizi gratis bantu anak makan gizi,positif,kualitas_makanan,0,2026-03-29T08:22:15Z
0BRFlBVWH3c,@farizddam8488,Semoga Tuhan memberkati untuk bisa mewujudkan kehidupan Indonesia yang lebih baik di masa depan,moga tuhan kati wujud hidup indonesia lebih baik masa depan,positif,umum,0,2026-03-29T08:13:38Z
0BRFlBVWH3c,@DanielaFahandraDirgantara,Doa baik selalu,doa baik selalu,positif,umum,0,2026-03-29T08:03:10Z
0BRFlBVWH3c,@BSG-127,"padahal jelas manfaatnya, yg penting evaluasi tetap jalan kok",padahal jelas manfaat penting evaluasi tetap jalan kok,positif,umum,0,2026-03-29T08:00:55Z
0BRFlBVWH3c,@sepy_rajoo,harusnya fokus ke masalah yang dihadapi sekarang,harus fokus masalah hadap sekarang,netral,umum,0,2026-03-29T07:56:47Z
0BRFlBVWH3c,@abdulsaipul-j2h,"Membangun bangsa tidak ada yang instan. Kritik terkait distribusi anggaran dan pengawasan lapangan adalah masukan berharga bagi pemerintah untuk memperketat akuntabilitas. Fokus utama kita tetap satu: memastikan anak-anak Indonesia mendapatkan gizi yang layak untuk masa depan mereka. Mari bersatu memberikan solusi, bukan sekadar opini",bangun bangsa tidak instan kritik kait distribusi anggar awas lapang masuk harga perintah ketat akuntabilitas fokus utama tetap satu pasti anak anak indonesia dapat gizi layak masa depan satu beri solusi bukan sekadar opini,netral,kualitas_makanan,0,2026-03-29T07:11:13Z
0BRFlBVWH3c,@abdulsaipul-j2h,Setiap program besar pasti punya tantangan di awal. Pemerintah saat ini terus melakukan evaluasi ketat terhadap SOP keamanan pangan dan sinkronisasi anggaran pusat-daerah agar tidak membebani sektor lain. Mari kita kawal bersama agar niat mulia memperbaiki gizi anak bangsa ini berjalan lebih transparan dan tepat sasaran!,program besar punya tantang awal perintah terus laku evaluasi ketat sop aman pangan sinkronisasi anggar pusat daerah tidak beban sektor kawal sama niat mulia baik gizi anak bangsa jalan lebih transparan tepat sasar,positif,kualitas_makanan,0,2026-03-29T07:10:33Z
0BRFlBVWH3c,@FakhrieZafran-k7s,Bijak menggunakan media sosial adalah kunci menjaga suasana tetap kondusif.,bijak guna media sosial kunci jaga suasana tetap kondusif,netral,umum,0,2026-03-29T07:10:29Z
0BRFlBVWH3c,@edimasardi-s3i,smoga MBG mampu menjawab tantangan gizi anak Indonesia,smoga makan gizi gratis mampu jawab tantang gizi anak indonesia,positif,kualitas_makanan,0,2026-03-29T06:54:04Z
0BRFlBVWH3c,@rajatanker2703,Program yang seharusnya bermanfaat perlu transparansi tinggi. Semoga kelindan kepentingan bisa diatasi agar manfaatnya benar-benar sampai ke yang berhak.,program manfaat perlu transparansi tinggi moga kelindan penting atas manfaat benar benar hak,positif,program,0,2026-03-29T06:50:21Z
0BRFlBVWH3c,@cyberpatrolindonesia,Waduh,waduh,netral,umum,0,2026-03-29T06:37:01Z
0BRFlBVWH3c,@bangunpersada99,Hoax,hoax,netral,umum,0,2026-03-29T06:33:05Z
0BRFlBVWH3c,@wyhanavira,menurut gw org2 yg bikin beasiswa ke LN dan org2 yang terima padahal mampu adalah mereka yang ga tahu diri,org bikin beasiswa ln org terima padahal mampu tidak tahu diri,negatif,umum,0,2026-03-29T06:27:26Z
0BRFlBVWH3c,@LensaNegeri-o2o,"Program MBG tetap membantu banyak orang, jadi jangan langsung didiskreditkan",program makan gizi gratis tetap bantu banyak orang jadi jangan langsung diskredit,positif,kualitas_makanan,0,2026-03-29T06:07:13Z
0BRFlBVWH3c,@jasjazz92borneo94,"A classic example of something that is fundamentally good turns bad by bad execution. Here in Malaysia we have a similar program called Rancangan Makanan Tambahan that has been going on for ten years plus. The difference is the program here in Malaysia is selective. Only students that are truly in the category of lowest in economic status are applicable. Second the food preparation is very strict. All the foods must be cooked in what we call Kantin, the school's kitchen. The food cannot be cooked outside the school. The entrepreneur that was chosen to prepare the foods must pass very strict regulations from the Ministry of Public Health. And the funding of the program came from mostly private sectors and upper class income taxes.",classic example of something that is fundamentally good turns bad by bad execution here in malaysia we have similar program called rancang makan tambah that has been going on for ten years plus the difference is the program here in malaysia is selective only students that are truly in the category of lowest in economic status are applicable second the food preparation is very strict all the foods must be cooked in what we call kantin the school kitchen the food cannot be cooked outside the school the entrepreneur that was chosen to prepare the foods must pass very strict regulations from the ministry of public health and the funding of the program came from mostly private sectors and upper class income taxes,netral,kualitas_makanan,0,2026-03-29T05:46:09Z
0BRFlBVWH3c,@AristoSudibyo-p2m,"semoga Prabowo atau gibran ga menang di pilpres depan,.... aamiin",moga presiden prabowo gibran tidak menang pilpres depan aamiin,negatif,program,0,2026-03-29T04:42:49Z
0BRFlBVWH3c,@sinarjy,Guru nambah susah ngurus MBG gj gk seberapa,guru nambah susah ngurus makan gizi gratis gj tidak berapa,netral,kualitas_makanan,0,2026-03-28T23:32:55Z
0BRFlBVWH3c,@sinarjy,"Begitu BODOH kah RAKYAT, dah RIBUAN KORBAN msh mau di ksh MBG",bodoh rakyat ribu korban mau ksh makan gizi gratis,netral,kualitas_makanan,0,2026-03-28T23:28:32Z
0BRFlBVWH3c,@pujiarto1987,"MULAI SAAT INI HARUS ADA GERAKAN MENOLAK UNTUK MENERIMA MBG , PIHAK SEKOLAH HARUS BERANI TIDAK MENERIMA MBG , SURUH BAWA PULANG SAJA , BIAR DIMAKAN YANG MASAK SAMA YANG BUAT KEBIJAKAN.

SUDAH YANG PUNYA ANAK SEKOLAH HARUS   MEMBERIKAN BEKAL ANAKNYA MASING MASING, KALAU INGIN ANAKNYA TUMBUH SEHAT.",mulai gera tolak terima makan gizi gratis pihak sekolah berani tidak terima makan gizi gratis suruh bawa pulang biar makan masak sama bijak punya anak sekolah beri bekal anak masing masing kalau anak tumbuh sehat,positif,kualitas_makanan,0,2026-03-28T14:37:42Z
0BRFlBVWH3c,@pujiarto1987,"TERNYATA PRESIDEN NYA SAMA SAJA PEKOK NYA , DI AWAL KELIHATAN CERDAS  , SETELAH BERJALANYA WAKTU , TERNYATA KETULARAN PEKOK....",nyata presiden nya sama kok nya awal lihat cerdas jala waktu nyata tular kok,netral,program,0,2026-03-28T14:22:37Z
0BRFlBVWH3c,@wirahadiwira7686,Orang kalo menuju pikun rada2 tolol,orang kalau tuju pikun rada tolol,negatif,umum,0,2026-03-28T13:29:54Z
0BRFlBVWH3c,@istasulistyowati4180,Pecat aja biar jera.,pecat biar jera,netral,umum,0,2026-03-28T11:04:10Z
0BRFlBVWH3c,@ARivanw,dana pendidikan aja di pangkas buat mbg,dana didik pangkas makan gizi gratis,positif,kualitas_makanan,0,2026-03-28T10:25:03Z
